source_bed	filtered_bed	total_windows	kept_windows	excluded_centromere_windows
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0098.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0098.bed	20000	17516	2484
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0099.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0099.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0100.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0100.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0101.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0101.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0102.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0102.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0103.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0103.bed	20000	17760	2240
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0104.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0104.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0105.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0105.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0106.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0106.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0107.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0107.bed	20000	18100	1900
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0108.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0108.bed	20000	18787	1213
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0109.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0109.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0110.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0110.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0111.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0111.bed	20000	18451	1549
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0112.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0112.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0113.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0113.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0114.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0114.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0115.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0115.bed	20000	16982	3018
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0116.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0116.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0117.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0117.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0118.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0118.bed	20000	18038	1962
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0119.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0119.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0120.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0120.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0121.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0121.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0122.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0122.bed	20000	17665	2335
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0123.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0123.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0124.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0124.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0125.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0125.bed	20000	18062	1938
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0126.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0126.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0127.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0127.bed	20000	19250	750
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0128.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0128.bed	20000	18933	1067
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0129.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0129.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0130.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0130.bed	20000	18644	1356
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0131.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0131.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0132.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0132.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0133.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0133.bed	20000	18851	1149
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0134.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0134.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0135.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0135.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0136.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0136.bed	20000	18061	1939
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0137.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0137.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0138.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0138.bed	20000	17830	2170
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0139.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0139.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0140.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0140.bed	20000	17197	2803
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0141.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0141.bed	20000	20000	0
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0142.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0142.bed	20000	17016	2984
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0143.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0143.bed	20000	18839	1161
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0144.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0144.bed	20000	19318	682
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0145.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0145.bed	20000	19737	263
/moosefs/erikg/phrs/.wg-worktrees/agent-2837/paper_prep/_brainstorming/fig5_raw_manymany_impg_similarity_2kb_sharded/bed_shards/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0146.bed	/moosefs/erikg/phrs/paper_prep/_brainstorming/fig5_raw_mappingfiltered_impg_similarity_2kb_topn_depthcapped_4to4/bed_shards_no_centromere/PAN028mat_vs_PAN027_joint/PAN028mat_vs_PAN027_joint.full_genome_2kb.shard_0146.bed	20000	18297	1703
